,Year of Breach,Company Name,City,State,Date Made Public,Type of Organization,Total Records,Description of Incident,Information Source
1523,2012,"District 202, Plainfield School District",Plainfield,Illinois,10/15/2012,EDU,"23,000",People who applied online at www.applitrack.com for a job in District 202 may have had their information accessed by a hacker.  The hacker sent messages to former and current job applicants and informed them that the Plainfield School District 202 website was breached. UPDATE (10/19/2012): A 14-year-old Joliet West High School student was removed from class and taken to a juvenile detention center for his alleged involvement in the breach.,Databreaches.net
1524,2012,Southern Environmental Law Center,Charlottesville,Virginia,10/18/2012,NGO,0,"Sensitive information from Southern Environmental Law Center was placed online.  Credit card, medical, and donor information such as addresses, phone numbers, and client files were exposed.  The data was accessible via Google search for an unspecified amount of time.  Southern Environmental Law Center is warning people not to open emails about the security failure or click on any links in emails that appear to be from Southern Environmental Law Center.",Databreaches.net
1525,2012,The College of St. Scholastica,Duluth,Minnesota,10/19/2012,EDU,28,Hackers were able to guess the answers to student account challenge questions.  The email account passwords of at least 28 students were reset and their account information was most likely accessed. The hackers may have been based in Beijing and most likely gathered the information needed to pass the challenge questions from information on the students' Facebook pages.,Databreaches.net
1526,2012,Vermont State Employee's Credit Union (VSECU),Montplier,Vermont,10/24/2012,BSF,0,"Two unencrypted backup tapes were discovered missing on September 10.  They were lost sometime between August 27, and September 10.  Names, Social Security numbers, financial account information, driver's license numbers, and transaction records were exposed.",Databreaches.net
1527,2012,L&D Chinese Buffet,Butte,Montana,10/25/2012,BSR,0,"Two dishonest employees misused customer credit card information to make more than $26,000 in fraudulent purchases.  The two men face a maximum of 10 years in prison and a $50,000 fine for each of six counts of deceptive practices. The men were arrested on July 29.  ",Databreaches.net
1528,2012,Department of State Bureau of Consular Affairs,Washington,District Of Columbia,10/27/2012,GOV,0,"A dishonest employee misused sensitive information in a State Department database to obtain fraudulent credit cards.  He was part of a conspiracy sometime during his employment between September 2007 and March 2008.  The group of conspirators successfully obtained $71,774 and attempted to obtain an additional $133,494 in fraudulent transactions.  The dishonest employee pled guilty to conducting illegal transaction with credit cards and agreed to pay $71,774 in restitution.",Databreaches.net
1529,2012,Bob Ward & Sons,Bozeman,Montana,11/10/2012,BSR,0,"The Bob Ward & Sons website was hacked on June 6, 2011.  Customers who made online purchases between May 31 and August 3 of 2012 may have had their names, addresses, and credit card information exposed.  Ward became aware of the issue when he received a notice from Discover that revealed some customers had experienced fraudulent charges.  ",Databreaches.net
1530,2012,Labelmaster (American Labelmark Company),Chicago,Illinois,11/11/2012,BSO,0,"A hacker accessed the e-commerce site labelmaster.com.  Customer names, addresses, credit card numbers, and credit card expiration dates were exposed.  ",Databreaches.net
1531,2012,National Aeronautics and Space Administration (NASA),Washington,District Of Columbia,11/13/2012,GOV,"10,000","An October 31 theft of a NASA laptop and sensitive NASA documents from an employee's locked car resulted in the exposure of employee information.  Contractors and other non-employees associated with NASA were also affected.  Employees are encouraged to be suspicious of communication from individuals claiming to be from NASA. It may take up to 60 days to send official notifications to those who were affected.UPDATE (12/14/2012): Up to 10,000 employees and people associated with NASA may have been affected.  ",Databreaches.net
1532,2012,Chicago Board of Elections Commissioners,Chicago,Illinois,11/13/2012,GOV,"1,200","The sensitive information of Chicago voters was exposed online due to a mistake by the election authority. A database that included names, the last four digits of Social Security numbers, addresses, and drivers license numbers was accidentally placed online in a publicly accessible place.  Only people who applied to work for the board in Chicago polling places on Election Day were determined to have been affected.  A forensic investigation firm believes that as many as 1.7 million registered voters had their names, addresses, and voter registration numbers exposed. However the Chicago Board does not believe that information should be considered sensitive.",Databreaches.net
1533,2012,Adobe,San Jose,California,11/14/2012,BSO,230,"A hacker released the names, email addresses, and encrypted passwords of 230 members of Adobe's company database.  The hacker claimed to have access to over 150,000 records.  Adobe announced that it would reset approximately 150,000 passwords of members of the Connectusers.com site.UPDATE (11/14/2012): The 230 people who were affected also had their titles, affiliated organizations, and usernames exposed.  A number of those affected were associated with U.S. government agencies such as the Department of Transportation, the Department of Homeland Security, the U.S. State Department, and the Federal Aviation Administration.",Databreaches.net
1534,2012,Scripps College,Anaheim,California,11/22/2012,EDU,940,"Sensitive records were stolen from a tote bag in a staff member's vehicle on the night of November 18.  The records included names, dates of birth, cell phone numbers, email addresses, and emergency contact information.",Databreaches.net
1535,2012,"Pinnacle Foods Group, LLC",Clinton,Wisconsin,11/27/2012,BSR,"1,818","A laptop taken from an employee's home on October 11 contained sensitive information.  It contained names, Social Security numbers, driver's license numbers, credit card numbers , and other personal information.",Databreaches.net
1536,2012,Pulaski Bank,Overland Park,Kansas,11/27/2012,BSF,0,An employee left sensitive loan application documents in a vehicle while at the gym.  The documents were stolen and included loan applicant tax returns. The breach occurred in September.,Databreaches.net
1537,2012,Rock Bottom Auto Sales,Hudson,Florida,12/7/2012,BSR,0,"At least eight garbage bags that were left unattended on a dirt road contained sensitive documents.  A woman found the bags and reported the issue to a local news team.  The paperwork included credit applications with names, driver's license information, and Social Security numbers.  ",Databreaches.net
1538,2012,West Pittsburgh Partnership,Pittsburgh,Pennsylvania,12/10/2012,NGO,0,A concerned citizen investigated a pile of documents next to a dumpster.  The documents contained names and Social Security numbers.  A local news team responded to the story and contacted a representative from West Pittsburgh Partnership.  West Pittsburgh Partnership began an investigation into how the job placement program documents dating back to 1992 were exposed.,Databreaches.net
1539,2012,Fairfax High School,Fairfax,Virginia,12/21/2012,EDU,0,"Fairfax County Public Schools discovered that student names, ID numbers, grades, and other information were posted online.  Students enrolled in 9th, 10th, and 11th grade were affected.  The information may have only been available for a day before Fairfax County Public Schools began the process of removing it from online.  ",Databreaches.net
1540,2012,Workers United,New York,New York,12/21/2012,BSO,0,The theft of a hard drive from the office of an unnamed independent contractor resulted in the exposure of sensitive information.  The theft occurred on either October 13 or 14 of 2012 and Workers United learned of the issue on October 25.  A database with former Workers United member names and Social Security numbers was on the hard drive.,Databreaches.net
1541,2013,"Oldcastle APG, Inc.",Atlanta,Georgia,1/6/2013,BSR,"5,083","A laptop was stolen from an employee's car on or around December 10.  APG employees may have had their names, Social Security numbers, bank account information, and other information exposed.  ",Databreaches.net
1542,2013,Charlotte-Mecklenburg Schools,Charlotte,North Carolina,1/8/2013,EDU,80,"An employee working in human resources was robbed while transporting information between school districts.  The employee stopped for lunch and discovered that personnel files containing names, Social Security numbers, addresses, dates of birth, and driver's license numbers had been stolen from their car.",Databreaches.net
1543,2013,Morgan Road Middle School,Hephzibah,Georgia,1/8/2013,EDU,0,An unencrypted flash drive was stolen from a teacher's car.  It contained student Social Security numbers and other information.  ,Databreaches.net
1544,2013,City of Macon Georgia,Macon,Georgia,1/10/2013,GOV,0,"A computer repair shop bought used computers on govdeals.com in 2011.  The computers were found to have information from city employees when they were removed from storage on January 5.  Social Security numbers, pension information, and other personal information from Macon police officers were on the computers.  Information from local businesses that was used for city purposes was also on the computers.  A total of 39 hard drives, two servers, and two CPUs were purchased and may have contained sensitive information.",Databreaches.net
1545,2013,KTSU Texas Southern University,Houston,Texas,1/10/2013,EDU,0,Texas Southern University's radio station KTSU gave a volunteer position to a person with a criminal history of credit card fraud.  The volunteer was later arrested for allegedly using the radio station's donation drive to steal credit card information.  The dishonest volunteer faces up to 300 counts of credit card fraud for attempting to misuse the information on donor pledge sheets.,Databreaches.net
1546,2013,Florida Department of Juvenile Justice,Tallahassee,Florida,1/12/2013,GOV,"100,000","A mobile device that contained both youth and employee records was reported stolen on January 2, 2013.  Over 100,000 records were on the device and may have been exposed.  The device was taken from a Department of Juvenile Justice office and was neither encrypted nor password-protected.  Department of Juvenile Justice policy requires such devices to be encrypted.",Databreaches.net
1547,2013,Florida Department of Juvenile Justice,Tallahassee,Florida,1/12/2013,MED,"100,000","On September 6, 2012 it was reported that three computers that contained information from the Florida Department of Juvenile Justice were stolen from an apartment site earlier in the week.  A television was also taken at the time of the theft.UPDATE (01/12/2013): At least one of the devices was neither encrypted nor password protected and held the personal information of over 100,000 youth and employees.",Databreaches.net
1548,2013,Zaxby's,Athens,Georgia,1/12/2013,BSR,0,Over 108 Zaxby's restaurants experienced a breach related to customer credit and debit cards.  A number of people experienced credit card fraud and an investigation led to Zaxby's as a common point of purchase.  Suspicious files were found on Zaxby's system during the subsequent investigation.  ,Databreaches.net
1549,2013,Eastern Illinois University,Charleston,Illinois,1/24/2013,EDU,430,At least 65 students received information about the grade point average of 430 students during early January 2013.  The breach occurred when a spreadsheet that contained the information and the E-number of 430 students was accidentally made available online.  ,Databreaches.net
1550,2013,Los Angeles County Department of Public Social Services,Los Angeles,California,1/28/2013,GOV,132,"A dishonest employee pleaded guilty to using a Los Angeles County computer system to file fraudulent tax refunds.  The fraudulent activity occurred between July 2009 and the 2011 tax year.  The IRS found 44 pages of screen prints with the information of 132 assistance participants in the employee's home. The employee, her spouse, and three others were indicted in January of 2012.    ",Databreaches.net
1552,2013,Central Hudson Gas & Electric,Poughkeepsie,New York,2/20/2013,NGO,"110,000",Central Hudson learned of a cyber attack that occurred over President's Day weekend.  Customers were notified the day after the holiday and encouraged to monitor their bank accounts and credit reports.  Customer banking information and other personal information may have been accessed during the attack.,Databreaches.net
1553,2013,"LexisNexis, Sprechman & Associates",Miami,Florida,2/22/2013,BSO,"20,000","LexisNexis informed Sprechman & Associates that the unusual, excessive activity of an associate caused them to eliminate that associate's access to LexisNexis' database.  The associate was later found to have misused Social Security numbers in order to file over 11 million dollars in fraudulent tax refund claims. The dishonest associate was not immediately fired from Sprechman & Associates and was terminated in July 2012 when law enforcement used a warrant to search his home and office computers.  ",Databreaches.net
1554,2013,Sentara Virginia Beach General Hospital,Virginia Beach,Virginia,6/12/2013,MED,0,Two men claimed to be from a recycling company and stole over 200 pounds of x-ray film that contained sensitive patient information.  The men transported the x-rays from the hospital without incident by using a moving truck. The breach occurred in 2012 and affected less than 500 patients.,Databreaches.net
1555,2013,Baltimore City,Baltimore,Maryland,7/25/2013,GOV,0,"Thousands of current and former Baltimore City employees are at risk after a box was found with Baltimore City personnel information.  Records been discarded in a publicly accessible place for trash.  Names, Social Security numbers, dates of birth, drivers' license information, and other vital and personal employee information was contained in the records. The Department of Public Works obtained the box of information and is attempting to contact people based on lists of class attendants that were among the records.",Databreaches.net
1556,2013,Auburn University - School of Forestry and Wildlife Sciences,Auburn,Alabama,8/9/2013,EDU,0,"Spreadsheets with donor and alumni information were accidentally uploaded to a publicly accessible server after an administrative error.  The error was discovered on June 19 and Auburn's IT office removed the information.  Names, Social Security numbers, maiden names, mailing addresses, first year at Auburn, graduation year, alumni status, email addresses, and phone numbers were exposed.",Databreaches.net
1557,2013,Columbia University Medical Center (CUMC),New York,New York,9/23/2013,MED,407,An Excel file with the names and Social Security numbers of 407 medical students was accidentally attached to an email that was sent to medical students interested in a residency match list.  The Excel column that contained the Social Security numbers was hidden and still accessible.  The issue was discovered in March for the 2013 list and it was later discovered that the same issue had occurred in 2008 and 2009.,Databreaches.net
1558,2013,Denny's,Phoenix,Arizona,9/30/2013,BSR,200,"Job applications from a Denny's in Phoenix were found in a dumpster behind the Denny's.  The paperwork dated back to August of 2012.  The information included addresses, Social Security numbers, and other information normally found on job applications.  The manager said there was a mistake and that similar paperwork is usually shredded.",Databreaches.net
1559,2013,The New Teacher Project,Brooklyn,New York,9/30/2013,NGO,0,"The July 27 or 28 office theft of an unencrypted laptop resulted in the exposure of current and former employee information.  Names, Social Security numbers, dates of birth, and employee ID numbers were exposed.",Databreaches.net
1560,2013,"Sentry Life Insurance, Department of Labor",Stevens Point,Wisconsin,9/30/2013,BSF,0,"Sentry Life Insurnace discovered that several forms sent to the Department of Labor contained an attachments with names, Social Security numbers, and in a few cases, 401k account balances.  The Department of Labor uploaded the forms to a public website before Sentry's discovery.  The discovery was made on July 2 and a letter was sent on July 11 to the Maryland Attorney General's Office on behalf of Sentry.",Databreaches.net
1561,2013,Windhaven Investment Management,Boston,Massachusetts,10/3/2013,BSF,419,"Windhaven Investment discovered a breach of their server in August of 2013.  Client names, account numbers, custodians, investment positions, and other account information may have been accessed by an unauthorized party.  The breach may have occurred earlier than August.  At least 419 New Hampshire residents were affected.  The total number of people affected nationwide was not revealed.",Databreaches.net
1562,2013,PayJunction,Santa Barbara,California,10/7/2013,BSF,0,A number of sales agents were affected when a data backup of PayJunction's internal business system was inappropriately accessed.  The unauthorized access occurred in July and was discovered in late September.  ,Databreaches.net
1563,2013,NHC Healthcare,Oak Ridge,Tennessee,10/10/2013,MED,0,"An unencrypted backup tape was discovered missing. It contained the names, Social Security numbers, dates of birth, home addresses, and medical information of patients.",Databreaches.net
1564,2013,Datapak Services Corporation,Howell,Michigan,10/17/2013,BSO,0,"Datapak Services discovered that its online systems had been infected by malware since March 5, 2013.  Customer names, addresses, payment card numbers, expiration dates, and CVV codes may have been accessed by an unauthorized party. ",Databreaches.net
1565,2013,NBC Sports Group,Stamford,Connecticut,10/25/2013,BSO,0,"The August 24 theft of two laptops resulted in the exposure of personal information.  The laptops were stolen in Northern California and it is unclear whether employees, clients, or general consumers were affected.  Names, Social Security numbers, driver's licence numbers, and dates of birth were exposed.",Databreaches.net
1566,2013,Genesis Rehabilitation Services,Kennett Square,Pennsylvania,10/31/2013,MED,"1,167","An employee's USB drive was discovered missing on September 3, 2013.  It contained the names, Social Security numbers, and addresses or email addresses of current employees, applicants, and agency employees.  A total of 33 people were affected.UPDATE (12/04/2013): A second USB drive was also lost on August 30.  A total of 739 Lebanon Center and Wheelock Terrace patients in New Hampshire were affected.  Patient information included names, dates of birth, diagnoses, dates of admission or service, medical insurance identification information, and other medical information.  At least 71 patients had their Social Security numbers on the USB drive.UPDATE (12/16/2013): A total of 1,167 individuals were affected.",Databreaches.net
1567,2013,Ektron,Nashua,New Hampshire,10/31/2013,BSO,22,"The June 15 hack of Ektron resulted in the exposure of current and former employee information.  Names, Social Security numbers, immigration visas, passport numbers, and employee authorization cards were exposed.  Ektron learned of the breach in July and hired a third party firm to investigate the scope of the breach in August.",Databreaches.net
1568,2013,Chicago Public Schools,Chicago,Illinois,12/3/2013,EDU,"2,000","The vision exam dates, diagnoses, dates of birth, genders, identification numbers, and school names of students were accidentally made available to the public online between June 18 and July 31, 2013.  The breach was discovered on October 7 and the Chicago vision exam program information was removed.  The information was viewed by 14 people during that time.  All cached and archived versions of the information were also removed from the Internet.",Databreaches.net
1569,2015,Swiss Cleaners,Rockville,Connecticut,11/16/2015,BSO,0,"Swiss Cleaners notified customers of a data breach to their credit card system that may have compromised customers debit/credit card information. The company investigated the incident and discovered malware on their system that handles their payment card system. The malware made copies of the payment card information as it was being routed from Swiss Cleaners system to the payment processor. The malware installed gathered cardholder names, card numbers, expiration dates and the verification code on the back of cards. The cards compromised were used at the location at 35 Windsor Avenue, PO Box 825, Vernon Connecticut from December 30, 2014 through October 26, 2015 as well as any other Swiss Cleaner stores from December 30, 2014 through October 23, 2015. The breach affected the company's drycleaning services only. For those affected with questions call 1-888-760-4869 Monday-Friday 9 am to 9 pm EST.More information: http://www.databreaches.net/ct-alerted-that-banks-had-discovered-a-probl...",Databreaches.net
1570,2015,Private Internet Access,Los Angeles,California,11/30/2015,BSO,0,"Customers of Private Internet Access were notified via email of a data breach when the company discovered a vulnerability to an IP address affecting the ""port forwarding feature"" of the service the company provided to customers. ""On November 17, we were privately notified of an IP address leak 
vulnerability affecting the port forwarding feature of our service. 
Essentially, anyone connecting to a forwarded port on any of our VPN 
gateways could have their real IP address leaked to an attacker 
specifically targeting a PIA user.
Within 12 hours of the initial report, we developed and tested what 
we thought was a complete fix, and deployed it to all of our VPN 
gateways.
On November 26, the researchers who discovered the vulnerability made
 it public and we quickly noticed that our service was still vulnerable 
to the IP address leak in certain cases, despite our initial fix. After 
further investigation, we also realized there was a separate but related
 issue on our desktop client. To fix this issue we are releasing updated
 VPN apps to prevent any leaks. We released v.52 on November 27.""The company is recommending anyone who uses their service to make sure they have the most recent release v.52 to avoid vulerability.More information: http://www.databreaches.net/private-internet-access-notifies-customers-o...",Databreaches.net
1571,2015,Northwest Primary Care,Portland,Oregon,12/11/2015,MED,"5,372","Northwest Primary Care is notifying patients of a data breach when a former employee stole patient information. The information compromised patient names, dates of birth, Social Security numbers, and credit card numbers. The employee took the information from April 2013 and December 2013. More information: http://www.nwpc.com/ ",Databreaches.net
1572,2015,Alliance Health,South Jordan,Utah,12/22/2015,MED,0,"Alliance Health has put up a notification on their site regarding a databreach that potentially exposed their customers personal health information.""Alliance Health had a configuration error in its MongoDB Database installation. The leak was reported to DataBreaches.net by Chris Vickery, who has uncovered other leaks including the Systema Software leak affecting numerous clients and millions of insurance or workers compensation claims.""Databreaches.net notified the company of the breach. More information: http://www.databreaches.net/misconfigured-database-may-have-exposed-1-5-...Company notification: https://www.alliancehealth.com/news/statement-regarding-data-security/",Databreaches.net
1573,2015,Virginia Department of Human Resources Management,Richmond,Virginia,1/15/2016,GOV,0,"The Department of Human Resources was notified by a third party that accidental disclosure of employee information was found on their website when improper redaction of documents was discovered. The information exposed included Social Security numbers, and salary.More information: http://www.databreaches.net/improper-redaction-exposed-virginia-employee...",Databreaches.net
1574,2016,Hawaii Medical Service Association (HMSA),Honolulu,Hawaii,2/2/2016,MED,"10,800","HMSA notified 10,800 members of a data breach when letters communicating care management went to the wrong addresses.The information compromised included patient names, management of certain health conditions and steps individuals could take to identify or treat an ailment.""Members are encouraged to visit hmsa.com/media-center to see copies of the letters. Members who have questions about this mailing can visit an HMSA Center or office. They can also call (808) 948-6404 on Oahu and 1 (800) 459-3963 toll-free on the Neighbor Islands or the Mainland, from  8 a.m.- 5 p.m. Hawaii Time, Monday to Friday.""More information: https://hmsa.com/media-center/2015/12/letter-error/",Databreaches.net
1575,2015,"Ocean Acquisitions, Inc.",Greenwich,Connecticut,2/6/2016,BSO,659,"""In December 2015, Oceans Acquisitions, Inc. began notifying patients in the Abilene area about a possible data security breach that may have resulted in exposure of a limited amount of protected health information (PHI). The potential exposure occurred when a laptop was stolen from an employee’s car. The laptop stored emails that potentially contained PHI such as names, dates of birth, medical record numbers, diagnoses, payer information and admission dates. No patient social security numbers or bank account information was included in the emails. Upon learning PHI may have been present on the device, Oceans immediately took steps to identify the individuals with the potential to be impacted.""",Databreaches.net
1576,2015,"Ocean Acquisitions, Inc. ",Greenwich,Connecticut,9/6/2016,BSO,659,"""In December 2015, Oceans Acquisitions, Inc. began notifying patients in the Abilene area about a possible data security breach that may have resulted in exposure of a limited amount of protected health information (PHI). The potential exposure occurred when a laptop was stolen from an employee’s car. The laptop stored emails that potentially contained PHI such as names, dates of birth, medical record numbers, diagnoses, payer information and admission dates. No patient social security numbers or bank account information was included in the emails. Upon learning PHI may have been present on the device, Oceans immediately took steps to identify the individuals with the potential to be impacted.""",Databreaches.net
2135,2007,Wisconsin Department of Revenue via Ripon Printers,Madison,Wisconsin,1/1/2007,GOV,"171,000","Tax forms were mailed to 
            taxpayers in which SSNs were inadvertently printed on the front of 
            some Form 1 booklets. Some were retrieved before they were mailed.",Dataloss DB
2136,2007,BayRock Mortgage,Alpharetta,Georgia,1/2/2007,BSF,197,A laptop with investor information was lost when an employee's rental car that it was in was stolen.,Dataloss DB
2137,2007,Academic Magnet High School,North Charleston,South Carolina,1/3/2007,EDU,500,A recent burglary makes it the third time that computers were stolen during campus burglaries.  Two other incidents occurred in November.  Student information was on the laptop stolen in the recent burglary.  School officials felt that risk of identity theft was extremely low because the information was password protected and encrypted.,Dataloss DB
2138,2007,"Selma, North Carolina, Water Treatment Plant",Johnston County,North Carolina,1/4/2007,GOV,300,"A laptop stolen from the 
            water treatment facility holds the names and SSNs of Selma volunteer 
            firefighters.",Dataloss DB
2139,2007,Towers Perrin,New York,New York,1/9/2007,BSF,"300,000","Five laptops were stolen from 
            Towers Perrin, allegedly by a former employee. The theft occurred 
            Nov. 27, 2006. The computers contain names, SSNs, and other pension-related 
            information, presumably of several companies, although news reports 
            are not clear. Companies named include Altria (unknown number, possibly 18,000 employees) and Philip Morris (6,300 employees). UPDATE
            (1/11/07): NY police arrested a junior-level administrative 
            employee of the company in the theft of the laptops.UPDATE (2/6/09): It now appears that 300,000 people were affected.  Additional companies include Citigroup, Time Warner, United Technologies, Prudential Financial, Random House, Stanley Inc., Bertelsmann Services Inc., Lloyd's Register Group, AGL Resources Inc., Salvage Association, The Nielsen Company, Major League Baseball, Unilever, Harlequin Holdings, Celanese Americas Corporation, The Interpublic Group, Dover Corporation, Continuum Health Partners, Maersk Inc./P&O Nedlloyd, Roman Catholic Diocese of Brooklyn, Cambrex Corporation, Strategic Industries, Shorewood, Swiss International Air Lines, LTD, Alpharma Inc.",Dataloss DB
2140,2007,New Hope Church,Durham,North Carolina,1/10/2007,NGO,45,"Current and former employee information was on a stolen laptop.  The laptop was taken from the church offices during a December 31 burglary. Names, Social Security numbers, addresses and payroll information was on the stolen laptop.",Dataloss DB
2141,2007,University of Arizona,Tucson,Arizona,1/10/2007,EDU,0,"Breaches occurred in November 
            and December 2006 that affected services with UA Student Unions, University 
            Library, and UA Procurement and Contracting Services. Some services 
            were shut down for several days.",Dataloss DB
2142,2007,Advent Software Inc.,San Francisco,California,1/10/2007,BSR,0,"A laptop was stolen from the office on or around November 20.  It contained employee Social Security numbers and addresses. Employees were notified in December.  At least 21 New Hampshire residents were affected, but the total number of affected individuals nationwide was not revealed.",Dataloss DB
2143,2007,University of Idaho,Moscow,Idaho,1/11/2007,EDU,"70,000","Over Thanksgiving weekend, 
            3 desktop computers were stolen from the Advancement Services office 
            containing personal information of alumni, donors, employees, and 
            students. 331,000 individuals may have been exposed, with as many 
            as 70,000 records containing SSNs, names and addresses.",Dataloss DB
2144,2007,"Transamerica Financial Life Insurance Company, Aegon Insurance Group",Cedar Rapid,Iowa,1/11/2007,BSF,67,"A former employee of an affiliated company accessed customer records and was eventually discovered to be part of a credit card fraud investigation.  The records found included names, addresses, Social Security numbers and dates of birth.",Dataloss DB
2145,2007,North Carolina Department of Revenue,Raleigh,North Carolina,1/13/2007,GOV,"30,000","A laptop computer containing 
            taxpayer data was stolen from the car of a NC Dept. of Revenue employee 
            in mid-December. The files included names, SSNs or federal employer 
            ID numbers , and tax debt owed to the state.",Dataloss DB
2146,2007,University of New Mexico,Albuquerque,New Mexico,1/16/2007,EDU,0,"At least 3 computers and 
            4 monitors were stolen from the associate provost's office overnight 
            between Jan. 2 and 3. They may have included faculty members' names 
            and SSNs.",Dataloss DB
